지역명_매장명,매장명,지역명,시,군구,전화번호,주소,링크
서울 동대문구_미소통신,미소통신,서울 동대문구,서울,동대문구,010-3333-0173,서울 동대문구 망우로 67 효자워너빌 1층 휴대폰마트(미소통신),https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 동대문구_휴대폰성지 청년폰 동대문점,휴대폰성지 청년폰 동대문점,서울 동대문구,서울,동대문구,010-3443-3332,서울 동대문구 왕산로 190 청량리역 렉스프라임 제지1층 비114호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 중랑구_중고폰뱅크 서울상봉점,중고폰뱅크 서울상봉점,서울 중랑구,서울,중랑구,010-6447-8808,서울 중랑구 면목로92길 27 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 중랑구_명당,명당,서울 중랑구,서울,중랑구,010-3331-9899,서울 중랑구 신내로17길 83 신내6단지아파트 상가동 1층 114호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 중랑구_서울휴대폰성지 옆커폰 신내점,서울휴대폰성지 옆커폰 신내점,서울 중랑구,서울,중랑구,010-7635-9151,서울 중랑구 신내로 65-2 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 종로구_0원휴대폰 동묘역점,0원휴대폰 동묘역점,서울 종로구,서울,종로구,010-6791-9258,서울 종로구 종로 361 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 중랑구_우노,우노,서울 중랑구,서울,중랑구,010-2386-4432,서울 중랑구 동일로130길 6 미소플러스 202호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 중랑구_중화동휴대폰,중화동휴대폰,서울 중랑구,서울,중랑구,010-9542-5453,서울 중랑구 동일로130길 25,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_소녀폰 강남신사역점,소녀폰 강남신사역점,서울 강남구,서울,강남구,010-8019-5949,서울 강남구 강남대로152길 17 3층 301호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_강남핸드폰성지,강남핸드폰성지,서울 강남구,서울,강남구,010-4868-5841,서울 강남구 테헤란로 101 강남역쇼핑센타 D-24호동,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_강남핸드폰성지,강남핸드폰성지,서울 강남구,서울,강남구,010-5753-5882,서울 강남구 테헤란로4길 6 강남역센트럴푸르지오시티오피스텔 1층 B111호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_올포원텔레콤 양재점,올포원텔레콤 양재점,서울 강남구,서울,강남구,010-2117-8200,서울 강남구 남부순환로363길 12-9 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_이케이커머스,이케이커머스,서울 강남구,서울,강남구,010-5896-9019,서울 강남구 테헤란로70길 12 H타워 402-에이1398호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_이코노미컬 선릉점,이코노미컬 선릉점,서울 강남구,서울,강남구,010-3906-9396,서울 강남구 선릉로 431 에스케이허브오피스텔 1층 112호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_오케이폰,오케이폰,서울 강남구,서울,강남구,010-4492-3360,서울 강남구 선릉로 669 상경빌딩 10층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_키움컴퍼니,키움컴퍼니,서울 강남구,서울,강남구,010-6543-2084,서울 강남구 강남대로 지하 396 C-3호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 서초구_알뜰폰매장,알뜰폰매장,서울 서초구,서울,서초구,010-4306-5265,서울 서초구 강남대로6길 100-10 202호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 서초구_퍼스트폰,퍼스트폰,서울 서초구,서울,서초구,010-5913-7125,서울 서초구 서초대로78길 42 현대기림오피스텔 907호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 서초구_옆커폰 서초점,옆커폰 서초점,서울 서초구,서울,서초구,010-8165-5555,서울 서초구 서초대로 240 동일하이빌 지하1층 비13호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 서초구_왕싸다통신,왕싸다통신,서울 서초구,서울,서초구,010-4786-5071,서울 서초구 효령로 304 국제전자센터 3층 3011호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 서초구_밴드폰 서초구점,밴드폰 서초구점,서울 서초구,서울,서초구,010-9847-1006,"서울 서초구 효령로 304 국제전자센터 3층 3132, 3133호",https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 서초구_서래대박통신,서래대박통신,서울 서초구,서울,서초구,010-9868-9989,서울 서초구 효령로 304 국제전자센터 3동 37층 38호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 서초구_와요모바일,와요모바일,서울 서초구,서울,서초구,010-9843-4311,서울 서초구 효령로 304 3층 70호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EA%B0%95%EB%82%A8+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_드림 논현역점 휴대폰매장,드림 논현역점 휴대폰매장,서울 강남구,서울,강남구,010-3419-1393,서울 강남구 학동로4길 15 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%97%AD%EC%82%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_나우데이터복구 양재센터 외장 하드복구,나우데이터복구 양재센터 외장 하드복구,서울 강남구,서울,강남구,010-8691-8717,서울 강남구 강남대로44길 7 글수레빌딩 2층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%97%AD%EC%82%BC%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 종로구_동대문성지모바일,동대문성지모바일,서울 종로구,서울,종로구,010-4520-1449,서울 종로구 종로 347 롯데캐슬천지인 상가동 1층 107호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 종로구_투비엔모바일,투비엔모바일,서울 종로구,서울,종로구,010-4928-1995,서울 종로구 창신길 22 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 중구_옆커폰성지 왕십리점,옆커폰성지 왕십리점,서울 중구,서울,중구,010-8050-9020,서울 중구 난계로 151 1층 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 종로구_비엔통신,비엔통신,서울 종로구,서울,종로구,010-6869-8999,서울 종로구 종로46길 9,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 종로구_삼보통신,삼보통신,서울 종로구,서울,종로구,010-2117-2117,서울 종로구 지봉로 1 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 종로구_0원휴대폰 평화시장점,0원휴대폰 평화시장점,서울 종로구,서울,종로구,010-5888-2085,서울 종로구 청계천로 261 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성동구_휴대폰할인매장,휴대폰할인매장,서울 성동구,서울,성동구,010-6543-6813,서울 성동구 청계천로 422 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 동대문구_동대문 성지,동대문 성지,서울 동대문구,서울,동대문구,010-8230-9322,서울 동대문구 청계천로 433 미우오피스텔,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 종로구_샴푸폰나라,샴푸폰나라,서울 종로구,서울,종로구,010-2006-8822,서울 종로구 종로 266 동대문종합시장 D동 1층 110호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 종로구_블레스유니버셜,블레스유니버셜,서울 종로구,서울,종로구,010-5888-5235,서울 종로구 종로 226 송화빌딩 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 중구_혜성닷컴,혜성닷컴,서울 중구,서울,중구,010-4914-8754,서울 중구 을지로42길 20 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 중구_베빅스,베빅스,서울 중구,서울,중구,010-6581-1191,서울 중구 퇴계로 314 2층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 종로구_종로모바일,종로모바일,서울 종로구,서울,종로구,010-7206-1198,서울 종로구 돈화문로5가길 33 1층 3호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 중구_청구선불폰,청구선불폰,서울 중구,서울,중구,010-8471-7942,서울 중구 다산로29길 52 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 종로구_소녀폰 종각역점,소녀폰 종각역점,서울 종로구,서울,종로구,010-9501-4959,서울 종로구 종로 65 장안빌딜 3층 302호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 동대문구_알뜰폰,알뜰폰,서울 동대문구,서울,동대문구,010-5266-7476,서울 동대문구 답십리로30길 16 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성동구_옆커폰 왕십리점,옆커폰 왕십리점,서울 성동구,서울,성동구,010-4940-0683,서울 성동구 왕십리로 336 1층 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 중구_아이투폰 충무로점,아이투폰 충무로점,서울 중구,서울,중구,010-2198-8524,서울 중구 퇴계로 204 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%B6%81%EA%B5%AC+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강서구_폰 화곡직영점,폰 화곡직영점,서울 강서구,서울,강서구,010-2375-3163,서울 강서구 강서로17다길 16-1 1층 1호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EA%B3%A1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강서구_스타모바일 13호점,스타모바일 13호점,서울 강서구,서울,강서구,010-7702-0714,서울 강서구 곰달래로 181 엔에스월드타워 2동 103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EA%B3%A1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강서구_위너 TFK 까치시장점,위너 TFK 까치시장점,서울 강서구,서울,강서구,010-2641-2599,서울 강서구 강서로16길 30 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EA%B3%A1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 양천구_휴대폰성지 도매폰 목동점,휴대폰성지 도매폰 목동점,서울 양천구,서울,양천구,010-3946-9400,서울 양천구 목동중앙로 97 청우빌딩 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EA%B3%A1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 양천구_휴대폰성지 마세라폰,휴대폰성지 마세라폰,서울 양천구,서울,양천구,010-9549-8946,서울 양천구 남부순환로83길 47 목동센트럴아이파크위브4단지 상가동 2층 4-19호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EA%B3%A1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 양천구_헬로폰,헬로폰,서울 양천구,서울,양천구,010-2434-7412,서울 양천구 지양로9길 11 3층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EA%B3%A1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 양천구_선불폰개통전문,선불폰개통전문,서울 양천구,서울,양천구,010-9687-1987,서울 양천구 목동중앙본로30길 43 대명이튼캐슬2차 B동,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%99%94%EA%B3%A1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성동구_성지요 옥수점,성지요 옥수점,서울 성동구,서울,성동구,010-7600-7940,서울 성동구 독서당로 228 201호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성동구_앤텔레콤 개통센터,앤텔레콤 개통센터,서울 성동구,서울,성동구,010-6868-6601,서울 성동구 상원6길 8 지하1층 F23호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성동구_미리통신,미리통신,서울 성동구,서울,성동구,010-3946-4131,서울 성동구 사근동길 20 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성동구_킴코리아모바일,킴코리아모바일,서울 성동구,서울,성동구,010-2338-8899,서울 성동구 용답중앙길 91 1층 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 용산구_옆커폰 청파점,옆커폰 청파점,서울 용산구,서울,용산구,010-4223-5305,서울 용산구 청파로 333 홍신빌딩 1층 106~107호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 용산구_휴대폰성지BB,휴대폰성지BB,서울 용산구,서울,용산구,010-2000-9300,서울 용산구 청파로45길 8-1 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 중구_링크코리아,링크코리아,서울 중구,서울,중구,010-4791-1581,서울 중구 퇴계로12길 42 화평빌딩 2층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%84%B1%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 은평구_휴대폰성지 옆커폰 응암백련산점,휴대폰성지 옆커폰 응암백련산점,서울 은평구,서울,은평구,010-6507-8816,서울 은평구 응암로 243,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 은평구_청춘대길 응암점,청춘대길 응암점,서울 은평구,서울,은평구,010-4696-7560,서울 은평구 은평로3길 6 역촌빌딩 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 은평구_휴대폰성지,휴대폰성지,서울 은평구,서울,은평구,010-7367-8682,서울 은평구 갈현로 25 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 은평구_휴대폰면세점,휴대폰면세점,서울 은평구,서울,은평구,010-4677-7910,서울 은평구 은평로 240 힐스테이트녹번역 상가동 1층 338호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 은평구_중고폰에코폰 연신내점,중고폰에코폰 연신내점,서울 은평구,서울,은평구,010-5683-1661,서울 은평구 연서로28길 6 2층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 은평구_휴대폰성지 밴드폰 은평점,휴대폰성지 밴드폰 은평점,서울 은평구,서울,은평구,010-8885-1050,서울 은평구 수색로 217 DMC자이1단지아파트 1층 116호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 은평구_은평구휴대폰성지,은평구휴대폰성지,서울 은평구,서울,은평구,010-4377-1544,서울 은평구 녹번로 37 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 은평구_비교누리,비교누리,서울 은평구,서울,은평구,010-2492-2584,서울 은평구 갈현로 47 1층 1호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 은평구_휴대폰성지 옆커폰 응암역점,휴대폰성지 옆커폰 응암역점,서울 은평구,서울,은평구,010-8095-5991,서울 은평구 은평로 82 해태드림타운 1층 126~127호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 은평구_무조건선불폰개통,무조건선불폰개통,서울 은평구,서울,은평구,010-4274-8956,서울 은평구 증산로 471-6 3층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 은평구_은평구성지,은평구성지,서울 은평구,서울,은평구,010-3820-7688,서울 은평구 수색로 217 디엠씨자이1단지 1층 116호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 은평구_휴대폰할인매장,휴대폰할인매장,서울 은평구,서울,은평구,010-4231-5319,서울 은평구 진관3로 77 918동 상가 1층 106호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 은평구_엘케이텔레콤,엘케이텔레콤,서울 은평구,서울,은평구,010-5838-8500,서울 은평구 불광로 48 1층 (코너),https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 은평구_에스비커머스,에스비커머스,서울 은평구,서울,은평구,010-9669-9016,서울 은평구 진흥로1나길 2 상운빌딩 1층 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 은평구_JC정보기술,JC정보기술,서울 은평구,서울,은평구,010-8800-4342,서울 은평구 가좌로 233 폴리프라자1 1층 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 서대문구_청춘대길 남가좌점,청춘대길 남가좌점,서울 서대문구,서울,서대문구,010-4658-7560,서울 서대문구 증가로 132 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 서대문구_휴대폰성지 옆커폰 남가좌점,휴대폰성지 옆커폰 남가좌점,서울 서대문구,서울,서대문구,010-7697-1749,서울 서대문구 거북골로 120 DMC센트레빌 상가1동 지하2층 1-3 A호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 마포구_옆커폰 상암점,옆커폰 상암점,서울 마포구,서울,마포구,010-7747-2322,서울 마포구 월드컵북로 396 누리곰스퀘어 지하1층 B1078호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 종로구_LS모바일 3호점,LS모바일 3호점,서울 종로구,서울,종로구,010-7321-2435,서울 종로구 통일로12길 58-2,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 마포구_자폰자득,자폰자득,서울 마포구,서울,마포구,010-2307-9562,서울 마포구 월드컵북로 361 14층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 서대문구_휴대폰성지 청년폰 신촌점,휴대폰성지 청년폰 신촌점,서울 서대문구,서울,서대문구,010-8477-7661,서울 서대문구 신촌로 109 신촌르메이에르타운5 지하1층 109-2호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 마포구_옆 커폰 이대역점,옆 커폰 이대역점,서울 마포구,서울,마포구,010-5808-9872,서울 마포구 신촌로 190 대연빌딩 1-2층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 마포구_소녀폰 공덕역점,소녀폰 공덕역점,서울 마포구,서울,마포구,010-8343-9752,서울 마포구 만리재로 14 르네상스타워 지하상가 지하1층 B103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 마포구_에코페이 알뜰폰 선불폰 유심매장,에코페이 알뜰폰 선불폰 유심매장,서울 마포구,서울,마포구,010-9751-1964,서울 마포구 양화로 156 LG팰리스빌딩 지하1층 109호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 마포구_휴대폰성지 옆커폰 광흥창역점,휴대폰성지 옆커폰 광흥창역점,서울 마포구,서울,마포구,010-8022-3588,서울 마포구 서강로 51 와우빌딩 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
경기 고양시_청춘대길 지축점,청춘대길 지축점,경기 고양시,경기,고양시,010-2223-7560,경기 고양시 덕양구 지축1로 73 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
경기 고양시_도매폰마트,도매폰마트,경기 고양시,경기,고양시,010-2228-2440,경기 고양시 덕양구 지축로 62 아인시티 1층 109호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 마포구_폰싼집 합정본점,폰싼집 합정본점,서울 마포구,서울,마포구,010-5656-7074,서울 마포구 양화로 45 몰동 상가 1층 119호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 서대문구_중고폰 에코폰 신촌점,중고폰 에코폰 신촌점,서울 서대문구,서울,서대문구,010-3049-7127,서울 서대문구 신촌로 109 신촌르메이에르타운5 지하1층 107호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 마포구_휴대폰성지,휴대폰성지,서울 마포구,서울,마포구,010-7650-5951,서울 마포구 백범로31길 7 101동 B112호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 마포구_휴대폰아울렛,휴대폰아울렛,서울 마포구,서울,마포구,010-5570-2191,서울 마포구 월드컵로 87 마포로얄프라자 1층 109-2호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 마포구_휴대폰성지,휴대폰성지,서울 마포구,서울,마포구,010-2282-9892,서울 마포구 양화로 26 KCC엠파이어리버 1층 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9D%80%ED%8F%89+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
